Purchase_Frequency,Annual_Spending,Website_Visits,Customer_Score,Customer_Type
4.668361451988146,-0.23539716013687695,-12.54645639574839,4.300116598839635,Regular
4.203101826665871,4.619806570266788,-4.11380278103977,7.377451329852008,Regular
-2.260069210333647,7.755596992907823,0.7632202585627699,2.1445771209558004,New
1.1549242992511348,8.449845376981983,4.808699347947911,-1.5887007815929097,Premium
,5.42156784471552,-10.913954160015052,7.4160149625840255,Premium
1.3487831487527813,5.955307195410814,-5.832417483843881,9.583433994289324,Regular
-1.904291944137665,4.231085516553827,,0.5674508608383002,New
-8.8116902274952,-7.472156110125969,-10.051736626208768,7.528208263964509,Regular
-5.319327648520883,-5.309245820115247,-8.868944688753297,5.0803869867841245,Regular
7.495093834744471,-6.79143757118648,-4.781545990592275,-0.6551776584203344,VIP
-9.394670644900526,-9.915581125245277,-5.943050572885841,9.302679650406043,VIP
0.3956938120596083,2.9436380965091686,-11.069294924681124,,VIP
7.682440074067688,-1.0612282550393122,-8.29797365361692,-9.443546561209866,Premium
-1.5742366986196874,-4.29894644189808,-12.636752671521045,6.112937733333075,New
-5.985158790280562,-5.478148277355361,-6.130699648697818,9.95802804558596,New
-1.27828278268743,8.740098470556793,-6.639709812280733,8.225257912978124,New
-8.057222955197076,-6.2999847498818555,-12.458538610379321,3.804863479557315,New
-0.9450292536402347,6.871392237157615,1.9626475910753207,3.179350722048695,VIP
-9.196953370096477,-7.028922983430447,-16.941496106808692,4.762553812162979,Premium
-4.530431630285719,7.7598935192369805,6.928384130483287,2.795047458089943,Premium
7.846302380374415,-4.919062523217106,-3.7696507952132396,-7.606950800068191,VIP
,-7.745455925110669,-4.920820337906638,-6.839523268038805,Premium
-6.381977952217595,-8.380651786172933,-8.663822544160963,6.360238923344303,VIP
-1.9405477865424268,12.282143013904392,0.6211707498250325,2.4347543302714927,New
8.72469235736905,-7.893427351206645,-6.184585062809506,-7.526053419844115,VIP
-0.5708151509519652,3.6856048607118885,-11.777355747545844,5.941197715829046,New
6.7881650967301725,-3.0177389902571057,-10.594662230145037,-2.5080340042797893,New
7.373289958249468,-0.5647157898208794,-4.185688897278757,-7.146968633350927,Regular
6.922339802520668,-3.938801226687747,-5.1609775765162045,-5.772199742233495,VIP
8.453032976116523,-8.57584721447755,-7.674801321557422,-5.108473399861529,Regular
6.034495155793575,-6.435026710803653,-13.105717263211917,-6.4676469692258545,VIP
-6.637137278669474,-5.392217029683662,-10.88387946471969,12.554491104712355,VIP
-1.204343709010506,9.756747811281286,5.266110962092792,,Regular
-1.5470437545106037,-11.760329092082202,-9.21779049422497,8.794315931710145,Regular
-0.10075729994194571,10.046238445539567,6.695029236214326,6.715152140575601,VIP
7.5767174994367075,-7.263180753224028,-6.1470261871757375,-6.7211028914115225,Premium
5.792133830807564,-6.681819951423956,-9.88227989265254,-8.276451521908513,New
9.568307970157953,-5.117165678181444,-5.519494000669982,-7.361602218237492,Regular
2.266490481236255,2.2289270962822427,-9.527034678436594,10.64319277135351,New
2.202052193747739,-2.013107007711519,-4.7275865149728435,-6.470871480207461,Premium
-4.264330357746131,8.1951307617039,3.6596084533977074,-1.6856176863895644,Premium
-1.7656774206322048,7.578637224532221,-5.475890830330742,8.77560694434894,Premium
-8.935178180067348,-6.270891564546166,-8.225911328864203,6.056164977070878,Regular
8.706779275913222,-5.569922868463467,-9.588402905210621,-9.569606733090364,Premium
3.3206665204671064,7.993298838427354,-9.860210485226094,10.40247634848724,Regular
-4.494622782418264,-5.251631465011451,-9.626500868236874,9.220945966731872,Premium
-7.97973840789373,-6.553258150060718,-5.235144533970722,3.733867537550105,New
-8.059456855624854,-4.157733100857532,-8.677627708897353,4.6291609706754375,New
10.631819382606928,-7.03125697751244,-8.83751270650444,-6.646377103180444,VIP
-7.5110475696341705,-9.99956754818807,-4.757299496806922,3.7481694705971216,New
-6.34439283082576,-9.994456540055918,-8.405375442008054,8.286816364820796,VIP
-3.7123493181847134,-8.6492832573229,-7.728779186270439,9.260108049072045,New
4.337744103693279,8.934993157096235,-13.084729048631804,10.805620134966313,Regular
5.900180173670483,4.450638141653055,-6.6400671539243845,9.566993246765158,New
-8.996611486322283,-10.667227654990608,-9.954615136803563,9.464519901307384,VIP
-1.6501518991315967,4.606685739791486,5.450088759715089,1.0104639828999407,VIP
-8.3530390835118,-4.756104350723385,-7.945789041723392,5.591248927347068,Premium
3.593533293778572,-3.970721711003507,-6.964314151253325,-7.268961821805317,Regular
-4.607241431109347,8.241255188570285,5.468037414737012,4.41203250174663,New
4.672666677395156,-4.574546893594487,-1.6584394146704033,-2.9683596875438796,Premium
5.65015925435178,6.5596286211339265,-4.20535397030506,7.479828136019762,New
-2.542940684897585,6.37000880580857,6.696241116486074,-1.0789394409868236,New
-5.164956907368012,10.198267204786276,2.3413182506435937,5.848005696484581,Premium
-11.942483657795288,-6.413973806352377,-10.49279391855698,9.454606252489263,Premium
-2.5959770473158583,6.092591034149491,7.496935872515653,3.8530022656576675,Premium
9.651887621418297,-6.773406218988356,-11.458811993802623,,Premium
5.809391067783115,-1.5806639732109948,-7.012479034267,-10.08976718572659,Premium
6.934113067155149,4.24961043585023,-11.337623884065415,9.933146820075441,New
-4.8160863186811955,-4.84633550327435,-5.574630738750187,7.376032519580601,Premium
1.4249301176981513,1.892542400816914,-11.030238440504784,11.286675107804276,Regular
6.071516490486741,-4.012701874400931,,-3.51549722906193,VIP
-2.291579952457322,8.266767752033653,4.869280777566857,-2.9957526025614998,Premium
-1.8594906374316913,10.968843307641597,1.5475020590328965,-1.327971848769959,Premium
-4.945901798621054,,7.536367783746611,-0.07853611193854437,New
-2.7019518965880107,9.867166065239932,5.331605834553149,4.041127806530792,Premium
2.323039314143923,5.447548641067781,-7.809272918861726,6.586591813645213,Premium
-2.4766928933579826,12.648121321091613,3.9782367531332112,8.77359260041478,Premium
6.6836760457908015,-5.813530504209485,-5.868288753938351,-6.69281083274118,New
-3.05837734264653,9.907067556977687,8.334613948081891,0.6774941382566135,Premium
-6.177147521813689,-8.436858392827432,-9.358633382529199,6.091020578851621,VIP
-5.511883738226175,-7.385591224360682,-9.382530764704061,10.070465045466678,New
7.103518453654674,-5.1326663206836365,-7.511902904708598,-8.456520726593304,VIP
1.9760173948832007,3.439804958620563,-8.781513713238727,7.330119684359079,New
-1.963768912121742,2.663013998536477,-9.575200864788494,9.515648527651742,Premium
3.2745932039251278,1.717563443924531,-9.339979350510886,11.27666485166936,VIP
6.2538330695609625,-6.820420461303027,-8.893761594008406,-10.469051482595747,New
-8.86092903723302,-7.166950696943194,-7.575859559184868,9.487910900924007,Regular
-2.358622098200184,15.172391409411537,4.158976424275295,2.7270380397747633,Premium
-3.870154434365707,9.291592602472987,1.7623948926723445,2.9124147298049117,New
0.7376329415224419,1.51341775119853,-9.74500785726688,11.786052844492982,Regular
6.093839098792405,0.7111979103836803,-13.846766212471838,9.259327795998338,New
-1.76889693039131,9.666924308648046,4.652662477834253,1.3867018505028648,Regular
1.7025062561622593,1.7726004544198446,-13.604425914727882,9.906856132907944,Premium
-8.95211471845645,-8.28056219376837,-6.970093743827856,8.849448579082365,VIP
7.174170047069143,8.54980366202892,-10.210720485281636,11.827124420625776,Regular
-1.8653216462458393,8.828171338782903,-0.15704920201950223,1.9068849953176898,New
-1.2388735163979572,5.835632927996005,-8.67181449884183,7.048497577421498,Premium
-3.971717810763871,-6.854526940726979,-11.292099384255888,8.47878160115688,Regular
-3.122667913059926,7.129945717304597,2.4160927621642934,-0.06635602847286393,New
-6.205502598971319,7.21467560721155,3.4882819088286325,4.615975249488021,New
,12.404886199625379,4.4598535322772666,4.482001928670792,New
0.696047365837857,2.721905954309209,-10.275939356963061,3.6433941314009237,Regular
1.741480110637101,3.6090275570878516,-8.052893363975388,11.29196631835815,Regular
-2.1512129679392533,5.519852036870747,-11.244869511448568,10.824693714722784,Regular
-9.88036820879071,-7.716362682878318,-10.0256910345384,5.6901998340644235,VIP
6.240154322545587,6.365550948294535,-9.608241717375494,13.098057390464952,Regular
-6.690115795666954,-8.573013872056226,-6.400528423091632,6.955879461743357,Regular
-2.912411902217773,10.024413270234668,9.355343589254428,2.4096142160203295,Regular
2.982463857212444,4.079714685685676,-14.756915364183643,9.175396944457916,VIP
-4.735478133146222,-7.279955918184514,-8.885868276392733,4.817199503904181,Regular
0.8971365561660665,5.718576386789656,-12.257361187540436,9.042248330686652,New
-1.0929807744674989,-11.548272574755316,,3.291733237524574,Regular
5.429837255827202,-6.834613255983529,,-7.384371004981981,New
2.155238654809141,10.198868430477791,1.66162009322148,3.6145537055253065,New
-4.010794347849762,8.28505175371513,3.1356123056546092,6.603865145213076,New
-3.833598132470347,10.297454710981711,4.882572709598202,4.394782160272955,VIP
1.9718730134437967,-6.6320014965377485,-6.317454707884108,-2.1408165222431172,VIP
0.13142337165341722,0.6058172819267233,-11.204742324690267,6.694327034203899,VIP
7.29815907031214,-8.014009349195499,-4.767019508914553,-10.485709958603724,Regular
-4.201502623817647,10.543476850300491,7.217377642467978,4.301369981731229,New
8.541324357621816,-8.05863109687854,,-2.9428151559189466,VIP
-9.089270781654102,-6.495796828412127,-8.69280596052101,4.466097170922145,VIP
4.740704924652143,-10.265423038095776,-10.432356750565894,-6.211697436277869,Regular
-5.041275423888809,9.799904459686505,2.369818647425074,-1.5575895693974968,VIP
-8.943370183132549,-7.68357419740843,-7.805999120946949,5.914211533488766,Regular
-1.0420548885520744,14.490425192723269,2.1635380234013804,0.5574253599338022,Premium
-4.209259426998977,9.59492037110083,5.372560019474804,0.1872911388748124,VIP
4.866738359315525,-5.487142217204735,-7.000943699410126,-2.571927331474602,Premium
2.143604304726243,2.0840762648933144,-8.912168049634355,9.272601769617044,Regular
1.754724334977781,1.5733457498724737,-10.972433377451907,6.403502311767765,New
5.974165477775007,-8.200127075890245,-7.474233806048266,-5.388658570319193,VIP
-8.67573774428236,-7.413727472555565,-8.061058842641,11.011913457872584,Regular
7.348774381807987,-8.566940404680418,-0.2491207068159218,-6.008856847993255,New
5.9766310896213595,-8.519532558288653,0.0698988522666637,-6.183863717895103,New
3.8724132023438638,-1.3725416778754198,-4.024304672989334,-3.153022065445927,Premium
-6.931881176061641,-6.586791135003992,-5.644165517164948,5.844594443409129,Regular
-1.9870386355408618,4.1151108184988825,1.319413713982025,2.465322773613541,New
-8.66788646430119,-5.181115220939257,-10.664244335928853,7.86466938945364,VIP
7.2378892112798505,-3.82605480171706,-10.05996627030759,-3.472524694914001,VIP
0.021428295025906152,-3.0244506566283222,-3.248287674613915,-11.515385383951697,Premium
-9.196953370096477,-7.028922983430447,-16.941496106808692,4.762553812162979,Premium
-2.542940684897585,6.37000880580857,6.696241116486074,-1.0789394409868236,New
4.3983598303293014,2.7191924167649013,-11.834346792454845,10.62799497200615,VIP
1.3487831487527813,5.955307195410814,-5.832417483843881,9.583433994289324,Regular
3.8724132023438638,-1.3725416778754198,-4.024304672989334,-3.153022065445927,Premium
-4.607241431109347,8.241255188570285,5.468037414737012,4.41203250174663,New
-2.4766928933579826,12.648121321091613,3.9782367531332112,8.77359260041478,Premium
-0.5316177554451329,,8.146864613568349,-1.53145797303997,New
-8.95211471845645,-8.28056219376837,-6.970093743827856,8.849448579082365,VIP
-3.870154434365707,9.291592602472987,1.7623948926723445,2.9124147298049117,New
